, #    , Problem                                                                                                                                                         , Solution                                                                               
930, 983  , [Minimum Cost For Tickets](https://leetcode.com/problems/minimum-cost-for-tickets)                                                                              , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/983.py)  
931, 984  , [String Without AAA or BBB](https://leetcode.com/problems/string-without-aaa-or-bbb)                                                                            , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/984.py)  
932, 985  , [Sum of Even Numbers After Queries](https://leetcode.com/problems/sum-of-even-numbers-after-queries)                                                            , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/985.py)  
933, 986  , [Interval List Intersections](https://leetcode.com/problems/interval-list-intersections)                                                                        , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/986.py)  
934, 987  , [Vertical Order Traversal of a Binary Tree](https://leetcode.com/problems/vertical-order-traversal-of-a-binary-tree)                                            , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/987.py)  
935, 988  , [Smallest String Starting From Leaf](https://leetcode.com/problems/smallest-string-starting-from-leaf)                                                          , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/988.py)  
936, 989  , [Add to Array-Form of Integer](https://leetcode.com/problems/add-to-array-form-of-integer)                                                                      , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/989.py)  
937, 990  , [Satisfiability of Equality Equations](https://leetcode.com/problems/satisfiability-of-equality-equations)                                                      , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/990.py)  
938, 991  , [Broken Calculator](https://leetcode.com/problems/broken-calculator)                                                                                            , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/991.py)  
939, 992  , [Subarrays with K Different Integers](https://leetcode.com/problems/subarrays-with-k-different-integers)                                                        , [python](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python/992.py)    
940, 993  , [Cousins in Binary Tree](https://leetcode.com/problems/cousins-in-binary-tree)                                                                                  , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/993.py)  
941, 994  , [Rotting Oranges](https://leetcode.com/problems/rotting-oranges)                                                                                                , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/994.py)  
942, 995  , [Minimum Number of K Consecutive Bit Flips](https://leetcode.com/problems/minimum-number-of-k-consecutive-bit-flips)                                            , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/995.py)  
943, 996  , [Number of Squareful Arrays](https://leetcode.com/problems/number-of-squareful-arrays)                                                                          , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/996.py)  
944, 997  , [Find the Town Judge](https://leetcode.com/problems/find-the-town-judge)                                                                                        , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/997.py)  
945, 998  , [Maximum Binary Tree II](https://leetcode.com/problems/maximum-binary-tree-ii)                                                                                  , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/998.py)  
946, 999  , [Available Captures for Rook](https://leetcode.com/problems/available-captures-for-rook)                                                                        , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/999.py)  
947, 1000 , [Minimum Cost to Merge Stones](https://leetcode.com/problems/minimum-cost-to-merge-stones)                                                                      , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1000.py) 
948, 1001 , [Grid Illumination](https://leetcode.com/problems/grid-illumination)                                                                                            , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1001.py) 
949, 1002 , [Find Common Characters](https://leetcode.com/problems/find-common-characters)                                                                                  , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1002.py) 
950, 1003 , [Check If Word Is Valid After Substitutions](https://leetcode.com/problems/check-if-word-is-valid-after-substitutions)                                          , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1003.py) 
951, 1004 , [Max Consecutive Ones III](https://leetcode.com/problems/max-consecutive-ones-iii)                                                                              , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1004.py) 
952, 1005 , [Maximize Sum Of Array After K Negations](https://leetcode.com/problems/maximize-sum-of-array-after-k-negations)                                                , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1005.py) 
953, 1006 , [Clumsy Factorial](https://leetcode.com/problems/clumsy-factorial)                                                                                              , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1006.py) 
954, 1007 , [Minimum Domino Rotations For Equal Row](https://leetcode.com/problems/minimum-domino-rotations-for-equal-row)                                                  , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1007.py) 
955, 1008 , [Construct Binary Search Tree from Preorder Traversal](https://leetcode.com/problems/construct-binary-search-tree-from-preorder-traversal)                      , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1008.py) 
956, 1009 , [Complement of Base 10 Integer](https://leetcode.com/problems/complement-of-base-10-integer)                                                                    , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1009.py) 
957, 1010 , [Pairs of Songs With Total Durations Divisible by 60](https://leetcode.com/problems/pairs-of-songs-with-total-durations-divisible-by-60)                        , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1010.py) 
958, 1011 , [Capacity To Ship Packages Within D Days](https://leetcode.com/problems/capacity-to-ship-packages-within-d-days)                                                , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1011.py) 
959, 1012 , [Numbers With Repeated Digits](https://leetcode.com/problems/numbers-with-repeated-digits)                                                                      , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1012.py) 
960, 1013 , [Partition Array Into Three Parts With Equal Sum](https://leetcode.com/problems/partition-array-into-three-parts-with-equal-sum)                                , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1013.py) 
961, 1014 , [Best Sightseeing Pair](https://leetcode.com/problems/best-sightseeing-pair)                                                                                    , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1014.py) 
962, 1015 , [Smallest Integer Divisible by K](https://leetcode.com/problems/smallest-integer-divisible-by-k)                                                                , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1015.py) 
963, 1016 , [Binary String With Substrings Representing 1 To N](https://leetcode.com/problems/binary-string-with-substrings-representing-1-to-n)                            , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1016.py) 
964, 1017 , [Convert to Base -2](https://leetcode.com/problems/convert-to-base-2)                                                                                           , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1017.py) 
965, 1018 , [Binary Prefix Divisible By 5](https://leetcode.com/problems/binary-prefix-divisible-by-5)                                                                      , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1018.py) 
966, 1019 , [Next Greater Node In Linked List](https://leetcode.com/problems/next-greater-node-in-linked-list)                                                              , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1019.py) 
967, 1020 , [Number of Enclaves](https://leetcode.com/problems/number-of-enclaves)                                                                                          , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1020.py) 
968, 1021 , [Remove Outermost Parentheses](https://leetcode.com/problems/remove-outermost-parentheses)                                                                      , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1021.py) 
969, 1022 , [Sum of Root To Leaf Binary Numbers](https://leetcode.com/problems/sum-of-root-to-leaf-binary-numbers)                                                          , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1022.py) 
970, 1023 , [Camelcase Matching](https://leetcode.com/problems/camelcase-matching)                                                                                          , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1023.py) 
971, 1024 , [Video Stitching](https://leetcode.com/problems/video-stitching)                                                                                                , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1024.py) 
972, 1025 , [Divisor Game](https://leetcode.com/problems/divisor-game)                                                                                                      , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1025.py) 
973, 1026 , [Maximum Difference Between Node and Ancestor](https://leetcode.com/problems/maximum-difference-between-node-and-ancestor)                                      , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1026.py) 
974, 1027 , [Longest Arithmetic Sequence](https://leetcode.com/problems/longest-arithmetic-sequence)                                                                        , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1027.py) 
975, 1028 , [Recover a Tree From Preorder Traversal](https://leetcode.com/problems/recover-a-tree-from-preorder-traversal)                                                  , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1028.py) 
976, 1029 , [Two City Scheduling](https://leetcode.com/problems/two-city-scheduling)                                                                                        , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1029.py) 
977, 1030 , [Matrix Cells in Distance Order](https://leetcode.com/problems/matrix-cells-in-distance-order)                                                                  , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1030.py) 
978, 1031 , [Maximum Sum of Two Non-Overlapping Subarrays](https://leetcode.com/problems/maximum-sum-of-two-non-overlapping-subarrays)                                      , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1031.py) 
979, 1032 , [Stream of Characters](https://leetcode.com/problems/stream-of-characters)                                                                                      , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1032.py) 
980, 1033 , [Moving Stones Until Consecutive](https://leetcode.com/problems/moving-stones-until-consecutive)                                                                , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1033.py) 
981, 1034 , [Coloring A Border](https://leetcode.com/problems/coloring-a-border)                                                                                            , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1034.py) 
982, 1035 , [Uncrossed Lines](https://leetcode.com/problems/uncrossed-lines)                                                                                                , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1035.py) 
983, 1036 , [Escape a Large Maze](https://leetcode.com/problems/escape-a-large-maze)                                                                                        , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1036.py) 
984, 1037 , [Valid Boomerang](https://leetcode.com/problems/valid-boomerang)                                                                                                , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1037.py) 
985, 1038 , [Binary Search Tree to Greater Sum Tree](https://leetcode.com/problems/binary-search-tree-to-greater-sum-tree)                                                  , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1038.py) 
986, 1039 , [Minimum Score Triangulation of Polygon](https://leetcode.com/problems/minimum-score-triangulation-of-polygon)                                                  , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1039.py) 
987, 1040 , [Moving Stones Until Consecutive II](https://leetcode.com/problems/moving-stones-until-consecutive-ii)                                                          , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1040.py) 
988, 1041 , [Robot Bounded In Circle](https://leetcode.com/problems/robot-bounded-in-circle)                                                                                , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1041.py) 
989, 1042 , [Flower Planting With No Adjacent](https://leetcode.com/problems/flower-planting-with-no-adjacent)                                                              , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1042.py) 
990, 1043 , [Partition Array for Maximum Sum](https://leetcode.com/problems/partition-array-for-maximum-sum)                                                                , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1043.py) 
991, 1044 , [Longest Duplicate Substring](https://leetcode.com/problems/longest-duplicate-substring)                                                                        , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1044.py) 
992, 1046 , [Last Stone Weight](https://leetcode.com/problems/last-stone-weight)                                                                                            , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1046.py) 
993, 1047 , [Remove All Adjacent Duplicates In String](https://leetcode.com/problems/remove-all-adjacent-duplicates-in-string)                                              , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1047.py) 
994, 1048 , [Longest String Chain](https://leetcode.com/problems/longest-string-chain)                                                                                      , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1048.py) 
995, 1049 , [Last Stone Weight II](https://leetcode.com/problems/last-stone-weight-ii)                                                                                      , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1049.py) 
996, 1051 , [Height Checker](https://leetcode.com/problems/height-checker)                                                                                                  , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1051.py) 
997, 1052 , [Grumpy Bookstore Owner](https://leetcode.com/problems/grumpy-bookstore-owner)                                                                                  , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1052.py) 
998, 1053 , [Previous Permutation With One Swap](https://leetcode.com/problems/previous-permutation-with-one-swap)                                                          , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1053.py) 
999, 1054 , [Distant Barcodes](https://leetcode.com/problems/distant-barcodes)                                                                                              , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1054.py) 
1000, 1055 , [Shortest Way to Form String](https://leetcode.com/problems/shortest-way-to-form-string)                                                                        , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1055.py) 
1001, 1056 , [Confusing Number](https://leetcode.com/problems/confusing-number)                                                                                              , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1056.py) 
1002, 1057 , [Campus Bikes](https://leetcode.com/problems/campus-bikes)                                                                                                      , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1057.py) 
1003, 1058 , [Minimize Rounding Error to Meet Target](https://leetcode.com/problems/minimize-rounding-error-to-meet-target)                                                  , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1058.py) 
1004, 1059 , [All Paths from Source Lead to Destination](https://leetcode.com/problems/all-paths-from-source-lead-to-destination)                                            , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1059.py) 
1005, 1060 , [Missing Element in Sorted Array](https://leetcode.com/problems/missing-element-in-sorted-array)                                                                , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1060.py) 
1006, 1061 , [Lexicographically Smallest Equivalent String](https://leetcode.com/problems/lexicographically-smallest-equivalent-string)                                      , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1061.py) 
1007, 1062 , [Longest Repeating Substring](https://leetcode.com/problems/longest-repeating-substring)                                                                        , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1062.py) 
1008, 1063 , [Number of Valid Subarrays](https://leetcode.com/problems/number-of-valid-subarrays)                                                                            , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1063.py) 
1009, 1064 , [Fixed Point](https://leetcode.com/problems/fixed-point)                                                                                                        , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1064.py) 
1010, 1065 , [Index Pairs of a String](https://leetcode.com/problems/index-pairs-of-a-string)                                                                                , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1065.py) 
1011, 1066 , [Campus Bikes II](https://leetcode.com/problems/campus-bikes-ii)                                                                                                , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1066.py) 
1012, 1071 , [Greatest Common Divisor of Strings](https://leetcode.com/problems/greatest-common-divisor-of-strings)                                                          , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1071.py) 
1013, 1072 , [Flip Columns For Maximum Number of Equal Rows](https://leetcode.com/problems/flip-columns-for-maximum-number-of-equal-rows)                                    , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1072.py) 
1014, 1074 , [Number of Submatrices That Sum to Target](https://leetcode.com/problems/number-of-submatrices-that-sum-to-target)                                              , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1074.py) 
1015, 1078 , [Occurrences After Bigram](https://leetcode.com/problems/occurrences-after-bigram)                                                                              , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1078.py) 
1016, 1079 , [Letter Tile Possibilities](https://leetcode.com/problems/letter-tile-possibilities)                                                                            , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1079.py) 
1017, 1080 , [Insufficient Nodes in Root to Leaf Paths](https://leetcode.com/problems/insufficient-nodes-in-root-to-leaf-paths)                                              , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1080.py) 
1018, 1081 , [Smallest Subsequence of Distinct Characters](https://leetcode.com/problems/smallest-subsequence-of-distinct-characters)                                        , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1081.py) 
1019, 1085 , [Sum of Digits in the Minimum Number](https://leetcode.com/problems/sum-of-digits-in-the-minimum-number)                                                        , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1085.py) 
1020, 1086 , [High Five](https://leetcode.com/problems/high-five)                                                                                                            , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1086.py) 
1021, 1087 , [Brace Expansion](https://leetcode.com/problems/brace-expansion)                                                                                                , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1087.py) 
1022, 1088 , [Confusing Number II](https://leetcode.com/problems/confusing-number-ii)                                                                                        , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1088.py) 
1023, 1089 , [Duplicate Zeros](https://leetcode.com/problems/duplicate-zeros)                                                                                                , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1089.py) 
1024, 1090 , [Largest Values From Labels](https://leetcode.com/problems/largest-values-from-labels)                                                                          , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1090.py) 
1025, 1091 , [Shortest Path in Binary Matrix](https://leetcode.com/problems/shortest-path-in-binary-matrix)                                                                  , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1091.py) 
1026, 1092 , [Shortest Common Supersequence ](https://leetcode.com/problems/shortest-common-supersequence)                                                                   , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1092.py) 
1027, 1093 , [Statistics from a Large Sample](https://leetcode.com/problems/statistics-from-a-large-sample)                                                                  , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1093.py) 
1028, 1094 , [Car Pooling](https://leetcode.com/problems/car-pooling)                                                                                                        , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1094.py) 
1029, 1095 , [Find in Mountain Array](https://leetcode.com/problems/find-in-mountain-array)                                                                                  , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1095.py) 
1030, 1096 , [Brace Expansion II](https://leetcode.com/problems/brace-expansion-ii)                                                                                          , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1096.py) 
1031, 1099 , [Two Sum Less Than K](https://leetcode.com/problems/two-sum-less-than-k)                                                                                        , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1099.py) 
1032, 1100 , [Find K-Length Substrings With No Repeated Characters](https://leetcode.com/problems/find-k-length-substrings-with-no-repeated-characters)                      , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1100.py) 
1033, 1101 , [The Earliest Moment When Everyone Become Friends](https://leetcode.com/problems/the-earliest-moment-when-everyone-become-friends)                              , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1101.py) 
1034, 1102 , [Path With Maximum Minimum Value](https://leetcode.com/problems/path-with-maximum-minimum-value)                                                                , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1102.py) 
1035, 1103 , [Distribute Candies to People](https://leetcode.com/problems/distribute-candies-to-people)                                                                      , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1103.py) 
1036, 1104 , [Path In Zigzag Labelled Binary Tree](https://leetcode.com/problems/path-in-zigzag-labelled-binary-tree)                                                        , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1104.py) 
1037, 1105 , [Filling Bookcase Shelves](https://leetcode.com/problems/filling-bookcase-shelves)                                                                              , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1105.py) 
1038, 1106 , [Parsing A Boolean Expression](https://leetcode.com/problems/parsing-a-boolean-expression)                                                                      , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1106.py) 
1039, 1108 , [Defanging an IP Address](https://leetcode.com/problems/defanging-an-ip-address)                                                                                , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1108.py) 
1040, 1109 , [Corporate Flight Bookings](https://leetcode.com/problems/corporate-flight-bookings)                                                                            , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1109.py) 
1041, 1110 , [Delete Nodes And Return Forest](https://leetcode.com/problems/delete-nodes-and-return-forest)                                                                  , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1110.py) 
1042, 1111 , [Maximum Nesting Depth of Two Valid Parentheses Strings](https://leetcode.com/problems/maximum-nesting-depth-of-two-valid-parentheses-strings)                  , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1111.py) 
1043, 1118 , [Number of Days in a Month](https://leetcode.com/problems/number-of-days-in-a-month)                                                                            , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1118.py) 
1044, 1119 , [Remove Vowels from a String](https://leetcode.com/problems/remove-vowels-from-a-string)                                                                        , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1119.py) 
1045, 1120 , [Maximum Average Subtree](https://leetcode.com/problems/maximum-average-subtree)                                                                                , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1120.py) 
1046, 1121 , [Divide Array Into Increasing Sequences](https://leetcode.com/problems/divide-array-into-increasing-sequences)                                                  , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1121.py) 
1047, 1122 , [Relative Sort Array](https://leetcode.com/problems/relative-sort-array)                                                                                        , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1122.py) 
1048, 1123 , [Lowest Common Ancestor of Deepest Leaves](https://leetcode.com/problems/lowest-common-ancestor-of-deepest-leaves)                                              , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1123.py) 
1049, 1124 , [Longest Well-Performing Interval](https://leetcode.com/problems/longest-well-performing-interval)                                                              , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1124.py) 
1050, 1125 , [Smallest Sufficient Team](https://leetcode.com/problems/smallest-sufficient-team)                                                                              , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1125.py) 
1051, 1128 , [Number of Equivalent Domino Pairs](https://leetcode.com/problems/number-of-equivalent-domino-pairs)                                                            , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1128.py) 
1052, 1129 , [Shortest Path with Alternating Colors](https://leetcode.com/problems/shortest-path-with-alternating-colors)                                                    , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1129.py) 
1053, 1130 , [Minimum Cost Tree From Leaf Values](https://leetcode.com/problems/minimum-cost-tree-from-leaf-values)                                                          , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1130.py) 
1054, 1131 , [Maximum of Absolute Value Expression](https://leetcode.com/problems/maximum-of-absolute-value-expression)                                                      , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1131.py) 
1055, 1133 , [Largest Unique Number](https://leetcode.com/problems/largest-unique-number)                                                                                    , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1133.py) 
1056, 1134 , [Armstrong Number](https://leetcode.com/problems/armstrong-number)                                                                                              , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1134.py) 
1057, 1135 , [Connecting Cities With Minimum Cost](https://leetcode.com/problems/connecting-cities-with-minimum-cost)                                                        , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1135.py) 
1058, 1136 , [Parallel Courses](https://leetcode.com/problems/parallel-courses)                                                                                              , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1136.py) 
1059, 1137 , [N-th Tribonacci Number](https://leetcode.com/problems/n-th-tribonacci-number)                                                                                  , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1137.py) 
1060, 1138 , [Alphabet Board Path](https://leetcode.com/problems/alphabet-board-path)                                                                                        , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1138.py) 
1061, 1139 , [Largest 1-Bordered Square](https://leetcode.com/problems/largest-1-bordered-square)                                                                            , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1139.py) 
1062, 1140 , [Stone Game II](https://leetcode.com/problems/stone-game-ii)                                                                                                    , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1140.py) 
1063, 1143 , [Longest Common Subsequence](https://leetcode.com/problems/longest-common-subsequence)                                                                          , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1143.py) 
1064, 1144 , [Decrease Elements To Make Array Zigzag](https://leetcode.com/problems/decrease-elements-to-make-array-zigzag)                                                  , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1144.py) 
1065, 1145 , [Binary Tree Coloring Game](https://leetcode.com/problems/binary-tree-coloring-game)                                                                            , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1145.py) 
1066, 1146 , [Snapshot Array](https://leetcode.com/problems/snapshot-array)                                                                                                  , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1146.py) 
1067, 1147 , [Longest Chunked Palindrome Decomposition](https://leetcode.com/problems/longest-chunked-palindrome-decomposition)                                              , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1147.py) 
1068, 1150 , [Check If a Number Is Majority Element in a Sorted Array](https://leetcode.com/problems/check-if-a-number-is-majority-element-in-a-sorted-array)                , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1150.py) 
1069, 1151 , [Minimum Swaps to Group All 1's Together](https://leetcode.com/problems/minimum-swaps-to-group-all-1s-together)                                                 , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1151.py) 
1070, 1152 , [Analyze User Website Visit Pattern](https://leetcode.com/problems/analyze-user-website-visit-pattern)                                                          , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1152.py) 
1071, 1153 , [String Transforms Into Another String](https://leetcode.com/problems/string-transforms-into-another-string)                                                    , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1153.py) 
1072, 1154 , [Day of the Year](https://leetcode.com/problems/day-of-the-year)                                                                                                , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1154.py) 
1073, 1155 , [Number of Dice Rolls With Target Sum](https://leetcode.com/problems/number-of-dice-rolls-with-target-sum)                                                      , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1155.py) 
1074, 1156 , [Swap For Longest Repeated Character Substring](https://leetcode.com/problems/swap-for-longest-repeated-character-substring)                                    , [python3](https://github.com/cnkyrpsgl/leetcode/blob/master/solutions/python3/1156.py) 
